№ п/п,Наименование,Адрес,"Площадь, кв.м.",Год,Категория,Статья расходов,Источник,"Расходы, руб."
83,Здание учебно-медико профилактического корпуса ,"127055, Москва, р-н Марьина Роща, ул. Новосущевская, д. 18",3106.9,2020,Учебные корпуса,ТО ворот и шлагбаумов , внебюджет,7536.585365853659
83,Здание учебно-медико профилактического корпуса ,"127055, Москва, р-н Марьина Роща, ул. Новосущевская, д. 18",3106.9,2020,Учебные корпуса,ТО инженерных сетей , бюджет,58122.4887249739
83,Здание учебно-медико профилактического корпуса ,"127055, Москва, р-н Марьина Роща, ул. Новосущевская, д. 18",3106.9,2020,Учебные корпуса,ТО инженерных сетей , внебюджет,61143.898442958896
83,Здание учебно-медико профилактического корпуса ,"127055, Москва, р-н Марьина Роща, ул. Новосущевская, д. 18",3106.9,2020,Учебные корпуса,Подготовка к зиме , бюджет,220168.30167363898
83,Здание учебно-медико профилактического корпуса ,"127055, Москва, р-н Марьина Роща, ул. Новосущевская, д. 18",3106.9,2020,Учебные корпуса,Подготовка к зиме , внебюджет,89773.0647443358
83,Здание учебно-медико профилактического корпуса ,"127055, Москва, р-н Марьина Роща, ул. Новосущевская, д. 18",3106.9,2020,Учебные корпуса,Огнезащитная обработка , бюджет,28213.045859466878
83,Здание учебно-медико профилактического корпуса ,"127055, Москва, р-н Марьина Роща, ул. Новосущевская, д. 18",3106.9,2020,Учебные корпуса,Огнезащитная обработка , внебюджет,0.0
84,Здание учебного корпуса №7 ,"127055, Москва, р-н Марьина Роща, Минаевский пер., д. 2",18213.3,2020,Учебные корпуса,Вывоз мусора , бюджет,0.0
84,Здание учебного корпуса №7 ,"127055, Москва, р-н Марьина Роща, Минаевский пер., д. 2",18213.3,2020,Учебные корпуса,Вывоз мусора , внебюджет,22822.448924364293
84,Здание учебного корпуса №7 ,"127055, Москва, р-н Марьина Роща, Минаевский пер., д. 2",18213.3,2020,Учебные корпуса,Дератизация и дезинфекция , бюджет,12301.84100567841
84,Здание учебного корпуса №7 ,"127055, Москва, р-н Марьина Роща, Минаевский пер., д. 2",18213.3,2020,Учебные корпуса,Дератизация и дезинфекция , внебюджет,9226.380754258807
84,Здание учебного корпуса №7 ,"127055, Москва, р-н Марьина Роща, Минаевский пер., д. 2",18213.3,2020,Учебные корпуса,"ТО вентиляции, системы дымоудаления ", бюджет,0.0
84,Здание учебного корпуса №7 ,"127055, Москва, р-н Марьина Роща, Минаевский пер., д. 2",18213.3,2020,Учебные корпуса,"ТО вентиляции, системы дымоудаления ", внебюджет,21303.370786516854
84,Здание учебного корпуса №7 ,"127055, Москва, р-н Марьина Роща, Минаевский пер., д. 2",18213.3,2020,Учебные корпуса,"Круглосусточное сервисное обслуживание системы бесперебойного электропитания, обслуживание АИИС К учета электроэнергии, ТО УУТЭ ", бюджет,0.0
84,Здание учебного корпуса №7 ,"127055, Москва, р-н Марьина Роща, Минаевский пер., д. 2",18213.3,2020,Учебные корпуса,"Круглосусточное сервисное обслуживание системы бесперебойного электропитания, обслуживание АИИС К учета электроэнергии, ТО УУТЭ ", внебюджет,13090.90909090909
84,Здание учебного корпуса №7 ,"127055, Москва, р-н Марьина Роща, Минаевский пер., д. 2",18213.3,2020,Учебные корпуса,"ТО СКУД, ТО турникетов СтрелецМониторинг, ТО комплекс систем безопасности, пожарных кранов ", бюджет,0.0
84,Здание учебного корпуса №7 ,"127055, Москва, р-н Марьина Роща, Минаевский пер., д. 2",18213.3,2020,Учебные корпуса,"ТО СКУД, ТО турникетов СтрелецМониторинг, ТО комплекс систем безопасности, пожарных кранов ", внебюджет,79327.43362831858
84,Здание учебного корпуса №7 ,"127055, Москва, р-н Марьина Роща, Минаевский пер., д. 2",18213.3,2020,Учебные корпуса,ТО лифтов , бюджет,227625.0
84,Здание учебного корпуса №7 ,"127055, Москва, р-н Марьина Роща, Минаевский пер., д. 2",18213.3,2020,Учебные корпуса,ТО лифтов , внебюджет,177551.95625000002
84,Здание учебного корпуса №7 ,"127055, Москва, р-н Марьина Роща, Минаевский пер., д. 2",18213.3,2020,Учебные корпуса,ТО ворот и шлагбаумов , бюджет,0.0
84,Здание учебного корпуса №7 ,"127055, Москва, р-н Марьина Роща, Минаевский пер., д. 2",18213.3,2020,Учебные корпуса,ТО ворот и шлагбаумов , внебюджет,7536.585365853659
84,Здание учебного корпуса №7 ,"127055, Москва, р-н Марьина Роща, Минаевский пер., д. 2",18213.3,2020,Учебные корпуса,ТО инженерных сетей , бюджет,340726.2299702494
84,Здание учебного корпуса №7 ,"127055, Москва, р-н Марьина Роща, Минаевский пер., д. 2",18213.3,2020,Учебные корпуса,ТО инженерных сетей , внебюджет,358438.3679909694
84,Здание учебного корпуса №7 ,"127055, Москва, р-н Марьина Роща, Минаевский пер., д. 2",18213.3,2020,Учебные корпуса,Ремонт , бюджет,0.0
84,Здание учебного корпуса №7 ,"127055, Москва, р-н Марьина Роща, Минаевский пер., д. 2",18213.3,2020,Учебные корпуса,Ремонт , внебюджет,622300.0
84,Здание учебного корпуса №7 ,"127055, Москва, р-н Марьина Роща, Минаевский пер., д. 2",18213.3,2020,Учебные корпуса,Подготовка к зиме , бюджет,687517.386405758
84,Здание учебного корпуса №7 ,"127055, Москва, р-н Марьина Роща, Минаевский пер., д. 2",18213.3,2020,Учебные корпуса,Подготовка к зиме , внебюджет,139545.402963891
85,Здание общежития № 4,"127322, Москва, р-н Бутырский, Огородный проезд, д. 25/20",14009.5,2020,общежития,"Охрана и ТО, пожарная сигнализация ", бюджет,347687.0103092784
85,Здание общежития № 4,"127322, Москва, р-н Бутырский, Огородный проезд, д. 25/20",14009.5,2020,общежития,"Охрана и ТО, пожарная сигнализация ", внебюджет,347687.0103092784
85,Здание общежития № 4,"127322, Москва, р-н Бутырский, Огородный проезд, д. 25/20",14009.5,2020,общежития,Вывоз мусора , бюджет,560000.0
85,Здание общежития № 4,"127322, Москва, р-н Бутырский, Огородный проезд, д. 25/20",14009.5,2020,общежития,Вывоз мусора , внебюджет,0.0
85,Здание общежития № 4,"127322, Москва, р-н Бутырский, Огородный проезд, д. 25/20",14009.5,2020,общежития,Дератизация и дезинфекция , бюджет,55640.0
85,Здание общежития № 4,"127322, Москва, р-н Бутырский, Огородный проезд, д. 25/20",14009.5,2020,общежития,Дератизация и дезинфекция , внебюджет,19860.0
85,Здание общежития № 4,"127322, Москва, р-н Бутырский, Огородный проезд, д. 25/20",14009.5,2020,общежития,"Круглосусточное сервисное обслуживание системы бесперебойного электропитания, обслуживание АИИС К учета электроэнергии, ТО УУТЭ ", бюджет,0.0
85,Здание общежития № 4,"127322, Москва, р-н Бутырский, Огородный проезд, д. 25/20",14009.5,2020,общежития,"Круглосусточное сервисное обслуживание системы бесперебойного электропитания, обслуживание АИИС К учета электроэнергии, ТО УУТЭ ", внебюджет,13090.90909090909
85,Здание общежития № 4,"127322, Москва, р-н Бутырский, Огородный проезд, д. 25/20",14009.5,2020,общежития,ТО лифтов , бюджет,319210.2
85,Здание общежития № 4,"127322, Москва, р-н Бутырский, Огородный проезд, д. 25/20",14009.5,2020,общежития,ТО лифтов , внебюджет,111535.68
85,Здание общежития № 4,"127322, Москва, р-н Бутырский, Огородный проезд, д. 25/20",14009.5,2020,общежития,ТО инженерных сетей , бюджет,262083.4290748077
85,Здание общежития № 4,"127322, Москва, р-н Бутырский, Огородный проезд, д. 25/20",14009.5,2020,общежития,ТО инженерных сетей , внебюджет,275707.4399680177
85,Здание общежития № 4,"127322, Москва, р-н Бутырский, Огородный проезд, д. 25/20",14009.5,2020,общежития,"Утилизация отходов, обезвреживание, утилизация объектов ", бюджет,0.0
85,Здание общежития № 4,"127322, Москва, р-н Бутырский, Огородный проезд, д. 25/20",14009.5,2020,общежития,"Утилизация отходов, обезвреживание, утилизация объектов ", внебюджет,58553.84679131547
85,Здание общежития № 4,"127322, Москва, р-н Бутырский, Огородный проезд, д. 25/20",14009.5,2020,общежития,ТО и ремонт ПТ 23603 и КЛ ТП 23603, бюджет,0.0
85,Здание общежития № 4,"127322, Москва, р-н Бутырский, Огородный проезд, д. 25/20",14009.5,2020,общежития,ТО и ремонт ПТ 23603 и КЛ ТП 23603, внебюджет,492000.0
85,Здание общежития № 4,"127322, Москва, р-н Бутырский, Огородный проезд, д. 25/20",14009.5,2020,общежития,Подготовка к зиме , бюджет,992773.446939667
85,Здание общежития № 4,"127322, Москва, р-н Бутырский, Огородный проезд, д. 25/20",14009.5,2020,общежития,Подготовка к зиме , внебюджет,404800.84667539096
86,Здание общежития № 5 ,"129301, Москва, р-н Алексеевский, ул. Космонавтов, д. 11",11408.0,2020,общежития,"Охрана и ТО, пожарная сигнализация ", бюджет,197502.68041237112
86,Здание общежития № 5 ,"129301, Москва, р-н Алексеевский, ул. Космонавтов, д. 11",11408.0,2020,общежития,"Охрана и ТО, пожарная сигнализация ", внебюджет,197502.68041237112
86,Здание общежития № 5 ,"129301, Москва, р-н Алексеевский, ул. Космонавтов, д. 11",11408.0,2020,общежития,Вывоз мусора , бюджет,447525.0
86,Здание общежития № 5 ,"129301, Москва, р-н Алексеевский, ул. Космонавтов, д. 11",11408.0,2020,общежития,Вывоз мусора , внебюджет,0.0
86,Здание общежития № 5 ,"129301, Москва, р-н Алексеевский, ул. Космонавтов, д. 11",11408.0,2020,общежития,Дератизация и дезинфекция , бюджет,49670.0
86,Здание общежития № 5 ,"129301, Москва, р-н Алексеевский, ул. Космонавтов, д. 11",11408.0,2020,общежития,Дератизация и дезинфекция , внебюджет,17730.0
86,Здание общежития № 5 ,"129301, Москва, р-н Алексеевский, ул. Космонавтов, д. 11",11408.0,2020,общежития,"ТО вентиляции, системы дымоудаления ", бюджет,0.0
86,Здание общежития № 5 ,"129301, Москва, р-н Алексеевский, ул. Космонавтов, д. 11",11408.0,2020,общежития,"ТО вентиляции, системы дымоудаления ", внебюджет,35205.84
86,Здание общежития № 5 ,"129301, Москва, р-н Алексеевский, ул. Космонавтов, д. 11",11408.0,2020,общежития,"Круглосусточное сервисное обслуживание системы бесперебойного электропитания, обслуживание АИИС К учета электроэнергии, ТО УУТЭ ", бюджет,0.0
86,Здание общежития № 5 ,"129301, Москва, р-н Алексеевский, ул. Космонавтов, д. 11",11408.0,2020,общежития,"Круглосусточное сервисное обслуживание системы бесперебойного электропитания, обслуживание АИИС К учета электроэнергии, ТО УУТЭ ", внебюджет,9818.181818181818
86,Здание общежития № 5 ,"129301, Москва, р-н Алексеевский, ул. Космонавтов, д. 11",11408.0,2020,общежития,ТО лифтов , бюджет,333321.2
86,Здание общежития № 5 ,"129301, Москва, р-н Алексеевский, ул. Космонавтов, д. 11",11408.0,2020,общежития,ТО лифтов , внебюджет,116754.43999999999
86,Здание общежития № 5 ,"129301, Москва, р-н Алексеевский, ул. Космонавтов, д. 11",11408.0,2020,общежития,ТО ворот и шлагбаумов , бюджет,0.0
86,Здание общежития № 5 ,"129301, Москва, р-н Алексеевский, ул. Космонавтов, д. 11",11408.0,2020,общежития,ТО ворот и шлагбаумов , внебюджет,7536.585365853659
86,Здание общежития № 5 ,"129301, Москва, р-н Алексеевский, ул. Космонавтов, д. 11",11408.0,2020,общежития,ТО инженерных сетей , бюджет,213415.73638498198
86,Здание общежития № 5 ,"129301, Москва, р-н Алексеевский, ул. Космонавтов, д. 11",11408.0,2020,общежития,ТО инженерных сетей , внебюджет,224509.830840154
86,Здание общежития № 5 ,"129301, Москва, р-н Алексеевский, ул. Космонавтов, д. 11",11408.0,2020,общежития,"Утилизация отходов, обезвреживание, утилизация объектов ", бюджет,0.0
86,Здание общежития № 5 ,"129301, Москва, р-н Алексеевский, ул. Космонавтов, д. 11",11408.0,2020,общежития,"Утилизация отходов, обезвреживание, утилизация объектов ", внебюджет,47680.66556232034
86,Здание общежития № 5 ,"129301, Москва, р-н Алексеевский, ул. Космонавтов, д. 11",11408.0,2020,общежития,Ремонт , бюджет,0.0
86,Здание общежития № 5 ,"129301, Москва, р-н Алексеевский, ул. Космонавтов, д. 11",11408.0,2020,общежития,Ремонт , внебюджет,1099980.0
86,Здание общежития № 5 ,"129301, Москва, р-н Алексеевский, ул. Космонавтов, д. 11",11408.0,2020,общежития,Подготовка к зиме , бюджет,808419.963787981
86,Здание общежития № 5 ,"129301, Москва, р-н Алексеевский, ул. Космонавтов, д. 11",11408.0,2020,общежития,Подготовка к зиме , внебюджет,329631.1830452804
88,Здание общежития № 6 ,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 3",7858.3,2020,общежития,"Охрана и ТО, пожарная сигнализация ", бюджет,1701714.2809526739
88,Здание общежития № 6 ,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 3",7858.3,2020,общежития,"Охрана и ТО, пожарная сигнализация ", внебюджет,845182.023550932
88,Здание общежития № 6 ,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 3",7858.3,2020,общежития,Вывоз мусора , бюджет,447525.0
88,Здание общежития № 6 ,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 3",7858.3,2020,общежития,Вывоз мусора , внебюджет,0.0
88,Здание общежития № 6 ,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 3",7858.3,2020,общежития,Уборка , бюджет,2050705.7493528002
88,Здание общежития № 6 ,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 3",7858.3,2020,общежития,Уборка , внебюджет,936511.8748900109
88,Здание общежития № 6 ,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 3",7858.3,2020,общежития,Дератизация и дезинфекция , бюджет,42215.0
88,Здание общежития № 6 ,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 3",7858.3,2020,общежития,Дератизация и дезинфекция , внебюджет,15075.0
88,Здание общежития № 6 ,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 3",7858.3,2020,общежития,"ТО вентиляции, системы дымоудаления ", бюджет,0.0
88,Здание общежития № 6 ,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 3",7858.3,2020,общежития,"ТО вентиляции, системы дымоудаления ", внебюджет,37280.89887640449
88,Здание общежития № 6 ,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 3",7858.3,2020,общежития,"Круглосусточное сервисное обслуживание системы бесперебойного электропитания, обслуживание АИИС К учета электроэнергии, ТО УУТЭ ", бюджет,0.0
88,Здание общежития № 6 ,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 3",7858.3,2020,общежития,"Круглосусточное сервисное обслуживание системы бесперебойного электропитания, обслуживание АИИС К учета электроэнергии, ТО УУТЭ ", внебюджет,9818.181818181818
88,Здание общежития № 6 ,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 3",7858.3,2020,общежития,ТО лифтов , бюджет,311517.0
88,Здание общежития № 6 ,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 3",7858.3,2020,общежития,ТО лифтов , внебюджет,108184.87999999999
88,Здание общежития № 6 ,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 3",7858.3,2020,общежития,ТО инженерных сетей , бюджет,147009.5442877021
88,Здание общежития № 6 ,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 3",7858.3,2020,общежития,ТО инженерных сетей , внебюджет,154651.6132267871
88,Здание общежития № 6 ,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 3",7858.3,2020,общежития,"Утилизация отходов, обезвреживание, утилизация объектов ", бюджет,0.0
88,Здание общежития № 6 ,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 3",7858.3,2020,общежития,"Утилизация отходов, обезвреживание, утилизация объектов ", внебюджет,32844.405170790844
88,Здание общежития № 6 ,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 3",7858.3,2020,общежития,Подготовка к зиме , бюджет,296635.85827897
88,Здание общежития № 6 ,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 3",7858.3,2020,общежития,Подготовка к зиме , внебюджет,60208.17974288829
89,Здание общежития № 7,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 4",7847.8,2020,общежития,"Охрана и ТО, пожарная сигнализация ", бюджет,1699720.896801944
89,Здание общежития № 7,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 4",7847.8,2020,общежития,"Охрана и ТО, пожарная сигнализация ", внебюджет,844333.10941315
89,Здание общежития № 7,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 4",7847.8,2020,общежития,Вывоз мусора , бюджет,447525.0
89,Здание общежития № 7,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 4",7847.8,2020,общежития,Вывоз мусора , внебюджет,0.0
89,Здание общежития № 7,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 4",7847.8,2020,общежития,Уборка , бюджет,2048122.9506472
89,Здание общежития № 7,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 4",7847.8,2020,общежития,Уборка , внебюджет,935417.825109989
89,Здание общежития № 7,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 4",7847.8,2020,общежития,Дератизация и дезинфекция , бюджет,42215.0
89,Здание общежития № 7,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 4",7847.8,2020,общежития,Дератизация и дезинфекция , внебюджет,15075.0
89,Здание общежития № 7,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 4",7847.8,2020,общежития,"ТО вентиляции, системы дымоудаления ", бюджет,0.0
89,Здание общежития № 7,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 4",7847.8,2020,общежития,"ТО вентиляции, системы дымоудаления ", внебюджет,37280.89887640449
89,Здание общежития № 7,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 4",7847.8,2020,общежития,"Круглосусточное сервисное обслуживание системы бесперебойного электропитания, обслуживание АИИС К учета электроэнергии, ТО УУТЭ ", бюджет,0.0
89,Здание общежития № 7,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 4",7847.8,2020,общежития,"Круглосусточное сервисное обслуживание системы бесперебойного электропитания, обслуживание АИИС К учета электроэнергии, ТО УУТЭ ", внебюджет,9818.181818181818
89,Здание общежития № 7,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 4",7847.8,2020,общежития,ТО лифтов , бюджет,311517.0
89,Здание общежития № 7,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 4",7847.8,2020,общежития,ТО лифтов , внебюджет,198184.88
89,Здание общежития № 7,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 4",7847.8,2020,общежития,ТО инженерных сетей , бюджет,146813.1150071941
89,Здание общежития № 7,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 4",7847.8,2020,общежития,ТО инженерных сетей , внебюджет,154444.9728670551
89,Здание общежития № 7,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 4",7847.8,2020,общежития,"Утилизация отходов, обезвреживание, утилизация объектов ", бюджет,0.0
89,Здание общежития № 7,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 4",7847.8,2020,общежития,"Утилизация отходов, обезвреживание, утилизация объектов ", внебюджет,32800.51956521542
89,Здание общежития № 7,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 4",7847.8,2020,общежития,Подготовка к зиме , бюджет,296239.5032770066
89,Здание общежития № 7,"129323, Москва, р-н Свиблово, ул. Снежная, д. 16, корп. 4",7847.8,2020,общежития,Подготовка к зиме , внебюджет,60127.73156869027
90,Учебно-спортивные помещения,"г. Москва, ул. Снежная, д. 16, корп. 5",1453.6,2020,Учебные корпуса,"ТО вентиляции, системы дымоудаления ", бюджет,0.0
90,Учебно-спортивные помещения,"г. Москва, ул. Снежная, д. 16, корп. 5",1453.6,2020,Учебные корпуса,"ТО вентиляции, системы дымоудаления ", внебюджет,10651.685393258427
90,Учебно-спортивные помещения,"г. Москва, ул. Снежная, д. 16, корп. 5",1453.6,2020,Учебные корпуса,"Круглосусточное сервисное обслуживание системы бесперебойного электропитания, обслуживание АИИС К учета электроэнергии, ТО УУТЭ ", бюджет,0.0
90,Учебно-спортивные помещения,"г. Москва, ул. Снежная, д. 16, корп. 5",1453.6,2020,Учебные корпуса,"Круглосусточное сервисное обслуживание системы бесперебойного электропитания, обслуживание АИИС К учета электроэнергии, ТО УУТЭ ", внебюджет,13090.90909090909
90,Учебно-спортивные помещения,"г. Москва, ул. Снежная, д. 16, корп. 5",1453.6,2020,Учебные корпуса,ТО инженерных сетей , бюджет,21733.00083224065
90,Учебно-спортивные помещения,"г. Москва, ул. Снежная, д. 16, корп. 5",1453.6,2020,Учебные корпуса,ТО инженерных сетей , внебюджет,23146.603190238344
90,Учебно-спортивные помещения,"г. Москва, ул. Снежная, д. 16, корп. 5",1453.6,2020,Учебные корпуса,Подготовка к зиме , бюджет,54870.6315099081
90,Учебно-спортивные помещения,"г. Москва, ул. Снежная, д. 16, корп. 5",1453.6,2020,Учебные корпуса,Подготовка к зиме , внебюджет,11137.092001356836
91,Здание Российской академии путей сообщения (РАПС),"127018, Москва, р-н Марьина Роща, Октябрьский пер., д. 7 ",6172.3,2020,Учебные корпуса,"Охрана и ТО, пожарная сигнализация ", бюджет,0.0
91,Здание Российской академии путей сообщения (РАПС),"127018, Москва, р-н Марьина Роща, Октябрьский пер., д. 7 ",6172.3,2020,Учебные корпуса,"Охрана и ТО, пожарная сигнализация ", внебюджет,905850.0
91,Здание Российской академии путей сообщения (РАПС),"127018, Москва, р-н Марьина Роща, Октябрьский пер., д. 7 ",6172.3,2020,Учебные корпуса,Вывоз мусора , бюджет,0.0
91,Здание Российской академии путей сообщения (РАПС),"127018, Москва, р-н Марьина Роща, Октябрьский пер., д. 7 ",6172.3,2020,Учебные корпуса,Вывоз мусора , внебюджет,86786.0
91,Здание Российской академии путей сообщения (РАПС),"127018, Москва, р-н Марьина Роща, Октябрьский пер., д. 7 ",6172.3,2020,Учебные корпуса,Уборка , бюджет,0.0
91,Здание Российской академии путей сообщения (РАПС),"127018, Москва, р-н Марьина Роща, Октябрьский пер., д. 7 ",6172.3,2020,Учебные корпуса,Уборка , внебюджет,1033793.85
91,Здание Российской академии путей сообщения (РАПС),"127018, Москва, р-н Марьина Роща, Октябрьский пер., д. 7 ",6172.3,2020,Учебные корпуса,Дератизация и дезинфекция , бюджет,0.0
91,Здание Российской академии путей сообщения (РАПС),"127018, Москва, р-н Марьина Роща, Октябрьский пер., д. 7 ",6172.3,2020,Учебные корпуса,Дератизация и дезинфекция , внебюджет,26200.0
91,Здание Российской академии путей сообщения (РАПС),"127018, Москва, р-н Марьина Роща, Октябрьский пер., д. 7 ",6172.3,2020,Учебные корпуса,"ТО вентиляции, системы дымоудаления ", бюджет,0.0
91,Здание Российской академии путей сообщения (РАПС),"127018, Москва, р-н Марьина Роща, Октябрьский пер., д. 7 ",6172.3,2020,Учебные корпуса,"ТО вентиляции, системы дымоудаления ", внебюджет,260000.0
91,Здание Российской академии путей сообщения (РАПС),"127018, Москва, р-н Марьина Роща, Октябрьский пер., д. 7 ",6172.3,2020,Учебные корпуса,ТО кондиционеров , бюджет,0.0
91,Здание Российской академии путей сообщения (РАПС),"127018, Москва, р-н Марьина Роща, Октябрьский пер., д. 7 ",6172.3,2020,Учебные корпуса,ТО кондиционеров , внебюджет,786040.0
91,Здание Российской академии путей сообщения (РАПС),"127018, Москва, р-н Марьина Роща, Октябрьский пер., д. 7 ",6172.3,2020,Учебные корпуса,"Круглосусточное сервисное обслуживание системы бесперебойного электропитания, обслуживание АИИС К учета электроэнергии, ТО УУТЭ ", бюджет,0.0
91,Здание Российской академии путей сообщения (РАПС),"127018, Москва, р-н Марьина Роща, Октябрьский пер., д. 7 ",6172.3,2020,Учебные корпуса,"Круглосусточное сервисное обслуживание системы бесперебойного электропитания, обслуживание АИИС К учета электроэнергии, ТО УУТЭ ", внебюджет,6545.454545454545
91,Здание Российской академии путей сообщения (РАПС),"127018, Москва, р-н Марьина Роща, Октябрьский пер., д. 7 ",6172.3,2020,Учебные корпуса,"Очистка от снега,наледи и сосулек ", бюджет,0.0
91,Здание Российской академии путей сообщения (РАПС),"127018, Москва, р-н Марьина Роща, Октябрьский пер., д. 7 ",6172.3,2020,Учебные корпуса,"Очистка от снега,наледи и сосулек ", внебюджет,32400.0
91,Здание Российской академии путей сообщения (РАПС),"127018, Москва, р-н Марьина Роща, Октябрьский пер., д. 7 ",6172.3,2020,Учебные корпуса,"ТО СКУД, ТО турникетов СтрелецМониторинг, ТО комплекс систем безопасности, пожарных кранов ", бюджет,0.0
91,Здание Российской академии путей сообщения (РАПС),"127018, Москва, р-н Марьина Роща, Октябрьский пер., д. 7 ",6172.3,2020,Учебные корпуса,"ТО СКУД, ТО турникетов СтрелецМониторинг, ТО комплекс систем безопасности, пожарных кранов ", внебюджет,199200.0
91,Здание Российской академии путей сообщения (РАПС),"127018, Москва, р-н Марьина Роща, Октябрьский пер., д. 7 ",6172.3,2020,Учебные корпуса,ТО лифтов , бюджет,37500.0
91,Здание Российской академии путей сообщения (РАПС),"127018, Москва, р-н Марьина Роща, Октябрьский пер., д. 7 ",6172.3,2020,Учебные корпуса,ТО лифтов , внебюджет,35510.39125
91,Здание Российской академии путей сообщения (РАПС),"127018, Москва, р-н Марьина Роща, Октябрьский пер., д. 7 ",6172.3,2020,Учебные корпуса,"Утилизация отходов, обезвреживание, утилизация объектов ", бюджет,0.0
91,Здание Российской академии путей сообщения (РАПС),"127018, Москва, р-н Марьина Роща, Октябрьский пер., д. 7 ",6172.3,2020,Учебные корпуса,"Утилизация отходов, обезвреживание, утилизация объектов ", внебюджет,2581.6125510797324
91,Здание Российской академии путей сообщения (РАПС),"127018, Москва, р-н Марьина Роща, Октябрьский пер., д. 7 ",6172.3,2020,Учебные корпуса,"ТО водоподготовки, канализации, лабораторные исследования воды ", бюджет,0.0
91,Здание Российской академии путей сообщения (РАПС),"127018, Москва, р-н Марьина Роща, Октябрьский пер., д. 7 ",6172.3,2020,Учебные корпуса,"ТО водоподготовки, канализации, лабораторные исследования воды ", внебюджет,64636.35
91,Здание Российской академии путей сообщения (РАПС),"127018, Москва, р-н Марьина Роща, Октябрьский пер., д. 7 ",6172.3,2020,Учебные корпуса,Подготовка к зиме , бюджет,0.0
91,Здание Российской академии путей сообщения (РАПС),"127018, Москва, р-н Марьина Роща, Октябрьский пер., д. 7 ",6172.3,2020,Учебные корпуса,Подготовка к зиме , внебюджет,169200.0
92,Здание №1 гимназии,"129626, Москва, р-н Алексеевский, ул. Мытищинская 3-я, д. 12, стр. 1",57815.38,2020,Учебные корпуса,"Охрана и ТО, пожарная сигнализация ", бюджет,839276.409879788
92,Здание №1 гимназии,"129626, Москва, р-н Алексеевский, ул. Мытищинская 3-я, д. 12, стр. 1",57815.38,2020,Учебные корпуса,"Охрана и ТО, пожарная сигнализация ", внебюджет,1028056.8205880978
92,Здание №1 гимназии,"129626, Москва, р-н Алексеевский, ул. Мытищинская 3-я, д. 12, стр. 1",57815.38,2020,Учебные корпуса,Вывоз мусора , бюджет,167500.0
92,Здание №1 гимназии,"129626, Москва, р-н Алексеевский, ул. Мытищинская 3-я, д. 12, стр. 1",57815.38,2020,Учебные корпуса,Вывоз мусора , внебюджет,0.0
92,Здание №1 гимназии,"129626, Москва, р-н Алексеевский, ул. Мытищинская 3-я, д. 12, стр. 1",57815.38,2020,Учебные корпуса,Уборка , бюджет,71573.5977947661
92,Здание №1 гимназии,"129626, Москва, р-н Алексеевский, ул. Мытищинская 3-я, д. 12, стр. 1",57815.38,2020,Учебные корпуса,Уборка , внебюджет,0.0
