№ п/п,Наименование,Адрес,"Площадь, кв.м.",Год,Категория,Статья расходов,Источник,"Расходы, руб."
50,Здание учебного корпуса № 8,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 2",6733.6,2021,Учебные корпуса,"Круглосусточное сервисное обслуживание системы бесперебойного электропитания, обслуживание АИИС К учета электроэнергии, ТО УУТЭ ", внебюджет,6545.454545454545
50,Здание учебного корпуса № 8,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 2",6733.6,2021,Учебные корпуса,ТО лифтов , бюджет,95576.92307692309
50,Здание учебного корпуса № 8,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 2",6733.6,2021,Учебные корпуса,ТО лифтов , внебюджет,71020.7825
50,Здание учебного корпуса № 8,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 2",6733.6,2021,Учебные корпуса,ТО ворот и шлагбаумов , бюджет,0.0
50,Здание учебного корпуса № 8,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 2",6733.6,2021,Учебные корпуса,ТО ворот и шлагбаумов , внебюджет,22609.756097560974
50,Здание учебного корпуса № 8,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 2",6733.6,2021,Учебные корпуса,ТО инженерных сетей/ электросетей , бюджет,100675.10622177742
50,Здание учебного корпуса № 8,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 2",6733.6,2021,Учебные корпуса,ТО инженерных сетей/ электросетей , внебюджет,107223.42270348717
50,Здание учебного корпуса № 8,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 2",6733.6,2021,Учебные корпуса,"Утилизация отходов, обезвреживание, утилизация объектов ", бюджет,0.0
50,Здание учебного корпуса № 8,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 2",6733.6,2021,Учебные корпуса,"Утилизация отходов, обезвреживание, утилизация объектов ", внебюджет,2816.3806480486182
50,Здание учебного корпуса № 8,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 2",6733.6,2021,Учебные корпуса,Подготовка к зиме , бюджет,254180.5753543734
50,Здание учебного корпуса № 8,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 2",6733.6,2021,Учебные корпуса,Подготовка к зиме , внебюджет,51591.0310266486
51,Здание уче6но-лабораторного корпуса № 5,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 3",1557.0,2021,Учебные корпуса,"Охрана и ТО, пожарная сигнализация ", бюджет,14173.588555598013
51,Здание уче6но-лабораторного корпуса № 5,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 3",1557.0,2021,Учебные корпуса,"Охрана и ТО, пожарная сигнализация ", внебюджет,0.0
51,Здание уче6но-лабораторного корпуса № 5,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 3",1557.0,2021,Учебные корпуса,Дератизация и дезинфекция , бюджет,1051.6472273471193
51,Здание уче6но-лабораторного корпуса № 5,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 3",1557.0,2021,Учебные корпуса,Дератизация и дезинфекция , внебюджет,788.7354205103395
51,Здание уче6но-лабораторного корпуса № 5,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 3",1557.0,2021,Учебные корпуса,"ТО вентиляции, системы дымоудаления ", бюджет,0.0
51,Здание уче6но-лабораторного корпуса № 5,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 3",1557.0,2021,Учебные корпуса,"ТО вентиляции, системы дымоудаления ", внебюджет,111842.69662921347
51,Здание уче6но-лабораторного корпуса № 5,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 3",1557.0,2021,Учебные корпуса,"Круглосусточное сервисное обслуживание системы бесперебойного электропитания, обслуживание АИИС К учета электроэнергии, ТО УУТЭ ", бюджет,0.0
51,Здание уче6но-лабораторного корпуса № 5,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 3",1557.0,2021,Учебные корпуса,"Круглосусточное сервисное обслуживание системы бесперебойного электропитания, обслуживание АИИС К учета электроэнергии, ТО УУТЭ ", внебюджет,6545.454545454545
51,Здание уче6но-лабораторного корпуса № 5,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 3",1557.0,2021,Учебные корпуса,"Очистка от снега,наледи и сосулек ", бюджет,96190.66129032258
51,Здание уче6но-лабораторного корпуса № 5,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 3",1557.0,2021,Учебные корпуса,"Очистка от снега,наледи и сосулек ", внебюджет,0.0
51,Здание уче6но-лабораторного корпуса № 5,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 3",1557.0,2021,Учебные корпуса,ТО инженерных сетей/ электросетей , бюджет,29127.6561668494
51,Здание уче6но-лабораторного корпуса № 5,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 3",1557.0,2021,Учебные корпуса,ТО инженерных сетей/ электросетей , внебюджет,30641.8133431031
51,Здание уче6но-лабораторного корпуса № 5,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 3",1557.0,2021,Учебные корпуса,Подготовка к зиме , бюджет,58773.78457686221
51,Здание уче6но-лабораторного корпуса № 5,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 3",1557.0,2021,Учебные корпуса,Подготовка к зиме , внебюджет,11929.314973935467
52,Здание учебного корпуса № 6,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 4",5057.3,2021,Учебные корпуса,"Охрана и ТО, пожарная сигнализация ", бюджет,46037.308543497646
52,Здание учебного корпуса № 6,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 4",5057.3,2021,Учебные корпуса,"Охрана и ТО, пожарная сигнализация ", внебюджет,0.0
52,Здание учебного корпуса № 6,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 4",5057.3,2021,Учебные корпуса,Дератизация и дезинфекция , бюджет,3415.860965229664
52,Здание учебного корпуса № 6,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 4",5057.3,2021,Учебные корпуса,Дератизация и дезинфекция , внебюджет,2561.8957239222477
52,Здание учебного корпуса № 6,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 4",5057.3,2021,Учебные корпуса,"Круглосусточное сервисное обслуживание системы бесперебойного электропитания, обслуживание АИИС К учета электроэнергии, ТО УУТЭ ", бюджет,0.0
52,Здание учебного корпуса № 6,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 4",5057.3,2021,Учебные корпуса,"Круглосусточное сервисное обслуживание системы бесперебойного электропитания, обслуживание АИИС К учета электроэнергии, ТО УУТЭ ", внебюджет,6545.454545454545
52,Здание учебного корпуса № 6,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 4",5057.3,2021,Учебные корпуса,"Очистка от снега,наледи и сосулек ", бюджет,38476.26451612903
52,Здание учебного корпуса № 6,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 4",5057.3,2021,Учебные корпуса,"Очистка от снега,наледи и сосулек ", внебюджет,0.0
52,Здание учебного корпуса № 6,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 4",5057.3,2021,Учебные корпуса,ТО сантехнического оборудования , бюджет,0.0
52,Здание учебного корпуса № 6,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 4",5057.3,2021,Учебные корпуса,ТО сантехнического оборудования , внебюджет,101498.0
52,Здание учебного корпуса № 6,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 4",5057.3,2021,Учебные корпуса,ТО инженерных сетей/ электросетей , бюджет,94609.69526821289
52,Здание учебного корпуса № 6,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 4",5057.3,2021,Учебные корпуса,ТО инженерных сетей/ электросетей , внебюджет,99527.8372640176
52,Здание учебного корпуса № 6,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 4",5057.3,2021,Учебные корпуса,Ремонт , бюджет,0.0
52,Здание учебного корпуса № 6,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 4",5057.3,2021,Учебные корпуса,Ремонт , внебюджет,2724045.06
52,Здание учебного корпуса № 6,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 4",5057.3,2021,Учебные корпуса,Подготовка к зиме , бюджет,358382.037418036
52,Здание учебного корпуса № 6,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 4",5057.3,2021,Учебные корпуса,Подготовка к зиме , внебюджет,146129.3637811101
53,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 5",286.9,2021,Учебные корпуса,"Охрана и ТО, пожарная сигнализация ", бюджет,2611.690787797733
53,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 5",286.9,2021,Учебные корпуса,"Охрана и ТО, пожарная сигнализация ", внебюджет,0.0
53,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 5",286.9,2021,Учебные корпуса,Дератизация и дезинфекция , бюджет,193.78136771091104
53,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 5",286.9,2021,Учебные корпуса,Дератизация и дезинфекция , внебюджет,145.33602578318326
54,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 6",155.7,2021,Учебные корпуса,"Охрана и ТО, пожарная сигнализация ", бюджет,1417.3588555598014
54,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 6",155.7,2021,Учебные корпуса,"Охрана и ТО, пожарная сигнализация ", внебюджет,0.0
54,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 6",155.7,2021,Учебные корпуса,Дератизация и дезинфекция , бюджет,105.16472273471193
54,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 6",155.7,2021,Учебные корпуса,Дератизация и дезинфекция , внебюджет,78.87354205103395
54,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 6",155.7,2021,Учебные корпуса,Ремонт , бюджет,0.0
54,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 6",155.7,2021,Учебные корпуса,Ремонт , внебюджет,4532960.0
55,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 7",1142.7,2021,Учебные корпуса,"Охрана и ТО, пожарная сигнализация ", бюджет,10402.157766526558
55,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 7",1142.7,2021,Учебные корпуса,"Охрана и ТО, пожарная сигнализация ", внебюджет,7826.086956521739
55,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 7",1142.7,2021,Учебные корпуса,Дератизация и дезинфекция , бюджет,771.8158552919416
55,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 7",1142.7,2021,Учебные корпуса,Дератизация и дезинфекция , внебюджет,578.8618914689563
55,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 7",1142.7,2021,Учебные корпуса,"ТО вентиляции, системы дымоудаления ", бюджет,0.0
55,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 7",1142.7,2021,Учебные корпуса,"ТО вентиляции, системы дымоудаления ", внебюджет,37280.89887640449
55,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 7",1142.7,2021,Учебные корпуса,"Круглосусточное сервисное обслуживание системы бесперебойного электропитания, обслуживание АИИС К учета электроэнергии, ТО УУТЭ ", бюджет,0.0
55,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 7",1142.7,2021,Учебные корпуса,"Круглосусточное сервисное обслуживание системы бесперебойного электропитания, обслуживание АИИС К учета электроэнергии, ТО УУТЭ ", внебюджет,6545.454545454545
55,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 7",1142.7,2021,Учебные корпуса,"Очистка от снега,наледи и сосулек ", бюджет,186515.41295527678
55,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 7",1142.7,2021,Учебные корпуса,"Очистка от снега,наледи и сосулек ", внебюджет,342099.4562118174
55,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 7",1142.7,2021,Учебные корпуса,ТО сантехнического оборудования , бюджет,0.0
55,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 7",1142.7,2021,Учебные корпуса,ТО сантехнического оборудования , внебюджет,101498.0
55,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 7",1142.7,2021,Учебные корпуса,ТО инженерных сетей/ электросетей , бюджет,17084.686331178724
55,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 7",1142.7,2021,Учебные корпуса,ТО инженерных сетей/ электросетей , внебюджет,18195.94349579345
55,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 7",1142.7,2021,Учебные корпуса,Подготовка к зиме , бюджет,43134.748642248196
55,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 7",1142.7,2021,Учебные корпуса,Подготовка к зиме , внебюджет,8755.059872007743
55,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 7",1142.7,2021,Учебные корпуса,Огнезащитная обработка , бюджет,0.0
55,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 7",1142.7,2021,Учебные корпуса,Огнезащитная обработка , внебюджет,990000.0
56,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 8",1186.4,2021,Учебные корпуса,"Охрана и ТО, пожарная сигнализация ", бюджет,10799.964972614955
56,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 8",1186.4,2021,Учебные корпуса,"Охрана и ТО, пожарная сигнализация ", внебюджет,0.0
56,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 8",1186.4,2021,Учебные корпуса,Дератизация и дезинфекция , бюджет,801.3322225591667
56,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 8",1186.4,2021,Учебные корпуса,Дератизация и дезинфекция , внебюджет,600.9991669193749
56,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 8",1186.4,2021,Учебные корпуса,"ТО вентиляции, системы дымоудаления ", бюджет,0.0
56,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 8",1186.4,2021,Учебные корпуса,"ТО вентиляции, системы дымоудаления ", внебюджет,53258.426966292136
56,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 8",1186.4,2021,Учебные корпуса,"Круглосусточное сервисное обслуживание системы бесперебойного электропитания, обслуживание АИИС К учета электроэнергии, ТО УУТЭ ", бюджет,0.0
56,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 8",1186.4,2021,Учебные корпуса,"Круглосусточное сервисное обслуживание системы бесперебойного электропитания, обслуживание АИИС К учета электроэнергии, ТО УУТЭ ", внебюджет,6545.454545454545
56,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 8",1186.4,2021,Учебные корпуса,ТО лифтов , бюджет,37500.0
56,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 8",1186.4,2021,Учебные корпуса,ТО лифтов , внебюджет,35510.39125
56,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 8",1186.4,2021,Учебные корпуса,ТО инженерных сетей/ электросетей , бюджет,17738.05186252773
56,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 8",1186.4,2021,Учебные корпуса,ТО инженерных сетей/ электросетей , внебюджет,18891.806566386058
56,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 8",1186.4,2021,Учебные корпуса,Подготовка к зиме , бюджет,44784.34041232455
56,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 8",1186.4,2021,Учебные корпуса,Подготовка к зиме , внебюджет,9089.877511289042
57,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 12",122.7,2021,Учебные корпуса,"Охрана и ТО, пожарная сигнализация ", бюджет,1116.9552445548338
57,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 12",122.7,2021,Учебные корпуса,"Охрана и ТО, пожарная сигнализация ", внебюджет,0.0
57,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 12",122.7,2021,Учебные корпуса,Дератизация и дезинфекция , бюджет,82.87547514161307
57,Учебно-лабораторное здание,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 12",122.7,2021,Учебные корпуса,Дератизация и дезинфекция , внебюджет,62.1566063562098
58,Здание проходной,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 10",52.6,2021,Иное,"Охрана и ТО, пожарная сигнализация ", бюджет,478.82514966246345
58,Здание проходной,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 10",52.6,2021,Иное,"Охрана и ТО, пожарная сигнализация ", внебюджет,0.0
58,Здание проходной,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 10",52.6,2021,Иное,Дератизация и дезинфекция , бюджет,35.527709799909104
58,Здание проходной,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 10",52.6,2021,Иное,Дератизация и дезинфекция , внебюджет,26.645782349931828
58,Здание проходной,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 10",52.6,2021,Иное,ТО инженерных сетей/ электросетей , бюджет,197.5863349649414
58,Здание проходной,"127055 Москва, р-н Марьина Роща,  ул. Образцова, д. 9, стр 10",52.6,2021,Иное,ТО инженерных сетей/ электросетей , внебюджет,197.5863349649414
59,Здание проходной,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 9",54.9,2021,Иное,"Охрана и ТО, пожарная сигнализация ", бюджет,499.76237103553694
59,Здание проходной,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 9",54.9,2021,Иное,"Охрана и ТО, пожарная сигнализация ", внебюджет,0.0
59,Здание проходной,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 9",54.9,2021,Иное,Вывоз мусора , бюджет,0.0
59,Здание проходной,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 9",54.9,2021,Иное,Вывоз мусора , внебюджет,68.79326898187587
59,Здание проходной,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 9",54.9,2021,Иное,Дератизация и дезинфекция , бюджет,37.08120281397357
59,Здание проходной,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 9",54.9,2021,Иное,Дератизация и дезинфекция , внебюджет,27.810902110480175
59,Здание проходной,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 9",54.9,2021,Иное,"ТО СКУД, ТО турникетов СтрелецМониторинг, ТО комплекс систем безопасности, пожарных кранов ", бюджет,0.0
59,Здание проходной,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 9",54.9,2021,Иное,"ТО СКУД, ТО турникетов СтрелецМониторинг, ТО комплекс систем безопасности, пожарных кранов ", внебюджет,145433.6283185841
59,Здание проходной,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 9",54.9,2021,Иное,ТО инженерных сетей/ электросетей , бюджет,206.2260416269065
59,Здание проходной,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 9",54.9,2021,Иное,ТО инженерных сетей/ электросетей , внебюджет,206.2260416269065
60,Здание учебного корпуса №2,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 1",11053.9,2021,Учебные корпуса,Вывоз мусора , бюджет,0.0
60,Здание учебного корпуса №2,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 1",11053.9,2021,Учебные корпуса,Вывоз мусора , внебюджет,13851.255300523817
60,Здание учебного корпуса №2,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 1",11053.9,2021,Учебные корпуса,Уборка ( вкл дератизация общежитий) , бюджет,3609883.8517911453
60,Здание учебного корпуса №2,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 1",11053.9,2021,Учебные корпуса,Уборка ( вкл дератизация общежитий) , внебюджет,642398.6713821943
60,Здание учебного корпуса №2,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 1",11053.9,2021,Учебные корпуса,Дератизация и дезинфекция , бюджет,7466.15496876835
60,Здание учебного корпуса №2,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 1",11053.9,2021,Учебные корпуса,Дератизация и дезинфекция , внебюджет,8792.41622657626
60,Здание учебного корпуса №2,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 1",11053.9,2021,Учебные корпуса,"ТО вентиляции, системы дымоудаления ", бюджет,0.0
60,Здание учебного корпуса №2,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 1",11053.9,2021,Учебные корпуса,"ТО вентиляции, системы дымоудаления ", внебюджет,15977.52808988764
60,Здание учебного корпуса №2,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 1",11053.9,2021,Учебные корпуса,"Круглосусточное сервисное обслуживание системы бесперебойного электропитания, обслуживание АИИС К учета электроэнергии, ТО УУТЭ ", бюджет,0.0
60,Здание учебного корпуса №2,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 1",11053.9,2021,Учебные корпуса,"Круглосусточное сервисное обслуживание системы бесперебойного электропитания, обслуживание АИИС К учета электроэнергии, ТО УУТЭ ", внебюджет,6545.454545454545
60,Здание учебного корпуса №2,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 1",11053.9,2021,Учебные корпуса,"Очистка от снега,наледи и сосулек ", бюджет,96190.66129032258
60,Здание учебного корпуса №2,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 1",11053.9,2021,Учебные корпуса,"Очистка от снега,наледи и сосулек ", внебюджет,0.0
60,Здание учебного корпуса №2,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 1",11053.9,2021,Учебные корпуса,ТО лифтов , бюджет,48817.3076923077
60,Здание учебного корпуса №2,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 1",11053.9,2021,Учебные корпуса,ТО лифтов , внебюджет,35510.39125
60,Здание учебного корпуса №2,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 1",11053.9,2021,Учебные корпуса,ТО сантехнического оборудования , бюджет,0.0
60,Здание учебного корпуса №2,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 1",11053.9,2021,Учебные корпуса,ТО сантехнического оборудования , внебюджет,195848.85
60,Здание учебного корпуса №2,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 1",11053.9,2021,Учебные корпуса,ТО инженерных сетей/ электросетей , бюджет,206791.39274421037
60,Здание учебного корпуса №2,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 1",11053.9,2021,Учебные корпуса,ТО инженерных сетей/ электросетей , внебюджет,217541.1307086234
60,Здание учебного корпуса №2,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 1",11053.9,2021,Учебные корпуса,Ремонт , бюджет,0.0
60,Здание учебного корпуса №2,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 1",11053.9,2021,Учебные корпуса,Ремонт , внебюджет,98047.2
60,Здание учебного корпуса №2,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 1",11053.9,2021,Учебные корпуса,ТО инфраструктуры центра обработки данных , бюджет,0.0
60,Здание учебного корпуса №2,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 1",11053.9,2021,Учебные корпуса,ТО инфраструктуры центра обработки данных , внебюджет,1351680.56
60,Здание учебного корпуса №2,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 1",11053.9,2021,Учебные корпуса,Подготовка к зиме , бюджет,417263.6720193816
60,Здание учебного корпуса №2,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 1",11053.9,2021,Учебные корпуса,Подготовка к зиме , внебюджет,84692.00693024101
60,Здание учебного корпуса №2,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 1",11053.9,2021,Учебные корпуса,Огнезащитная обработка , бюджет,136318.1108506468
60,Здание учебного корпуса №2,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 1",11053.9,2021,Учебные корпуса,Огнезащитная обработка , внебюджет,0.0
61,Здание учебного корпуса №3,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 2",17563.9,2021,Учебные корпуса,Вывоз мусора , бюджет,0.0
61,Здание учебного корпуса №3,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 2",17563.9,2021,Учебные корпуса,Вывоз мусора , внебюджет,89808.7085076643
61,Здание учебного корпуса №3,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 2",17563.9,2021,Учебные корпуса,Уборка ( вкл дератизация общежитий) , бюджет,0.0
61,Здание учебного корпуса №3,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 2",17563.9,2021,Учебные корпуса,Уборка ( вкл дератизация общежитий) , внебюджет,298973.0
61,Здание учебного корпуса №3,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 2",17563.9,2021,Учебные корпуса,Дератизация и дезинфекция , бюджет,11863.215630316037
61,Здание учебного корпуса №3,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 2",17563.9,2021,Учебные корпуса,Дератизация и дезинфекция , внебюджет,69089.71172273703
61,Здание учебного корпуса №3,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 2",17563.9,2021,Учебные корпуса,"Круглосусточное сервисное обслуживание системы бесперебойного электропитания, обслуживание АИИС К учета электроэнергии, ТО УУТЭ ", бюджет,0.0
61,Здание учебного корпуса №3,"127055 Москва, р-н Марьина Роща, ул. Новосущевская, д. 22, стр 2",17563.9,2021,Учебные корпуса,"Круглосусточное сервисное обслуживание системы бесперебойного электропитания, обслуживание АИИС К учета электроэнергии, ТО УУТЭ ", внебюджет,6545.454545454545
